FieldVisitID,ParkID,Transect,TransectID,PointID,Year,Month,Day,SampleNumber,Time,Method,TrackNumber,Project,Temperature,Sky,Wind,Recorder,Microphone,SoundQuality,Observer,ObserverComments,Transcriber,TranscriberComments
4458,WLNP,Lower Mount Crandell,,22,2010,6,9,1,07:05,Recording,6,EI Monitoring,6,overcast,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",Paused in first half of recording for deer.,Theresa Hannah,"static/river?, traffic"
4459,WLNP,Lower Mount Crandell,,23,2010,6,9,1,07:35,Recording,7,EI Monitoring,6.9,overcast,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,machinery noise
4460,WLNP,Lower Mount Crandell,,24,2010,6,9,1,08:05,Recording,8,EI Monitoring,6.8,overcast,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,machinery noise; traffic?
4461,WLNP,Lower Mount Crandell,,70,2010,6,9,1,08:35,Recording,9,EI Monitoring,8.2,overcast,1.2,,,Moderate,"Stephanie Crowshoe, Ashley Cox",Gopher calling.,Theresa Hannah,machinery? river? muffled; loud piercing calls
4462,WLNP,Lower Mount Crandell,,71,2010,6,9,1,08:55,Recording,10,EI Monitoring,8.8,overcast,2,,,Good,"Stephanie Crowshoe, Ashley Cox",Light rain at the beginning of the recording and plane flew overhead.,Theresa Hannah,airplane last minute
4463,WLNP,Lower Mount Crandell,,72,2010,6,9,1,09:20,Recording,11,EI Monitoring,9.4,overcast,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",Light rain throughout.,Theresa Hannah,"river, bugs/rain"
4464,WLNP,Horseshoe Basin,,41,2010,6,15,1,05:50,Recording,1,EI Monitoring,6.9,broken,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,river noise
4465,WLNP,Horseshoe Basin,,42,2010,6,15,1,06:10,Recording,2,EI Monitoring,5.1,broken,0.9,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,river noise
4466,WLNP,Horseshoe Basin,,43,2010,6,15,1,06:35,Recording,3,EI Monitoring,5.1,broken,1.4,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4467,WLNP,Horseshoe Basin,,44,2010,6,15,1,07:00,Recording,4,EI Monitoring,5.4,broken,2.3,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"river noise?, traffic"
4468,WLNP,Horseshoe Basin,,45,2010,6,15,1,07:20,Recording,5,EI Monitoring,6.5,broken,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4469,WLNP,Horseshoe Basin,,46,2010,6,15,1,07:50,Recording,6,EI Monitoring,8.7,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"traffic, something flapping in the wind"
4470,WLNP,Horseshoe Basin,,47,2010,6,15,1,08:15,Recording,7,EI Monitoring,11.7,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",Coyotes at the beginning of recording.,Theresa Hannah,
4471,WLNP,Horseshoe Basin,,48,2010,6,15,1,08:40,Recording,8,EI Monitoring,11.5,scattered,1.3,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4472,WLNP,Horseshoe Basin,,49,2010,6,15,1,09:10,Recording,9,EI Monitoring,13.7,scattered,1.3,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"wind, something flapping in the wind"
4473,WLNP,Horseshoe Basin,,50,2010,6,15,1,09:40,Recording,10,EI Monitoring,10.5,broken,1.8,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4474,WLNP,Prairie Trail,,575,2010,6,14,1,05:50,Recording,1,EI Monitoring,5,scattered,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,far-off river; sporadic observer movement; wind
4475,WLNP,Prairie Trail,,576,2010,6,14,1,06:15,Recording,2,EI Monitoring,13,scattered,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,sporadic obs movement
4476,WLNP,Prairie Trail,,577,2010,6,14,1,06:40,Recording,3,EI Monitoring,15.2,scattered,1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"wind, with creeky trees"
4477,WLNP,Prairie Trail,,578,2010,6,14,1,07:10,Recording,4,EI Monitoring,16.3,scattered,5.8,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4478,WLNP,Prairie Trail,,579,2010,7,6,1,08:35,Recording,6,EI Monitoring,14.4,broken,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"wind, far-off noise (traffic?)"
4479,WLNP,Prairie Trail,,580,2010,7,6,1,08:10,Recording,5,EI Monitoring,11.6,broken,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,sporadic obs movement
4480,WLNP,Prairie Trail,,581,2010,7,6,1,07:45,Recording,4,EI Monitoring,9.8,broken,2.2,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,traffic
4481,WLNP,Prairie Trail,,582,2010,7,6,1,07:25,Recording,3,EI Monitoring,8.9,broken,2.4,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"wind, traffic"
4482,WLNP,Prairie Trail,,583,2010,7,6,1,07:00,Recording,2,EI Monitoring,7.9,broken,3.2,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4483,WLNP,Prairie Trail,,584,2010,7,6,1,06:40,Recording,1,EI Monitoring,9,broken,1.1,,,Moderate,"Stephanie Crowshoe, Ashley Cox",Recording says 0579 but should actually be 0584.,Theresa Hannah,"wind, traffic"
4484,WLNP,Wishbone Trail,,33,2010,6,7,1,05:25,Recording,2,EI Monitoring,12,broken,2.4,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4485,WLNP,Wishbone Trail,,34,2010,6,7,1,05:50,Recording,4,EI Monitoring,10.2,scattered,1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4486,WLNP,Wishbone Trail,,35,2010,6,7,1,06:15,Recording,5,EI Monitoring,12.6,scattered,1.2,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4487,WLNP,Wishbone Trail,,36,2010,6,24,1,05:35,Recording,1,EI Monitoring,12,scattered,1,,,Good,"Stephanie Crowshoe, Ashley Cox, Barb Johnston",,Theresa Hannah,
4488,WLNP,Wishbone Trail,,37,2010,6,24,1,05:55,Recording,2,EI Monitoring,10,scattered,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox, Barb Johnston",,Theresa Hannah,
4489,WLNP,Wishbone Trail,,38,2010,6,29,1,07:45,Recording,1,EI Monitoring,19.2,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",Track number said wrong on recording.,Theresa Hannah,
4490,WLNP,Wishbone Trail,,39,2010,6,29,1,08:10,Recording,2,EI Monitoring,16.8,scattered,0.9,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"traffic, wind"
4491,WLNP,Wishbone Trail,,40,2010,6,29,1,08:30,Recording,3,EI Monitoring,18.7,scattered,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"wind, traffic, airplane"
4492,WLNP,Wishbone Trail,,60,2010,6,29,1,08:50,Recording,4,EI Monitoring,19.8,clear,1.1,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,river noise?; static
4493,WLNP,Wishbone Trail,,61,2010,6,29,1,09:15,Recording,5,EI Monitoring,20.5,clear,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4494,WLNP,Sofa Mountain,,25,2010,6,23,1,05:40,Recording,1,EI Monitoring,13.2,clear,0.9,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4495,WLNP,Sofa Mountain,,26,2010,6,23,1,06:00,Recording,2,EI Monitoring,5.8,clear,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"don't know, just fuzzy"
4496,WLNP,Sofa Mountain,,27,2010,6,23,1,06:25,Recording,3,EI Monitoring,7.3,clear,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4497,WLNP,Sofa Mountain,,28,2010,6,23,1,06:45,Recording,4,EI Monitoring,10,clear,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,river noise
4498,WLNP,Sofa Mountain,,29,2010,6,23,1,07:10,Recording,5,EI Monitoring,13,clear,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4499,WLNP,Sofa Mountain,,30,2010,6,23,1,07:45,Recording,6,EI Monitoring,20.3,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4500,WLNP,Sofa Mountain,,31,2010,6,23,1,08:05,Recording,7,EI Monitoring,15.2,scattered,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,
4501,WLNP,Sofa Mountain,,32,2010,6,23,1,08:30,Recording,8,EI Monitoring,14.3,scattered,2.4,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,"wind, far-off traffic, something flapping in wind"
4502,WLNP,Sofa Mountain,,80,2010,6,23,1,08:55,Recording,9,EI Monitoring,17,scattered,1.8,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,traffic
4503,WLNP,Sofa Mountain,,81,2010,6,23,1,09:20,Recording,10,EI Monitoring,15.9,scattered,6.2,,,Good,"Stephanie Crowshoe, Ashley Cox",,Theresa Hannah,wind
4504,WLNP,Yarrow Cabin Trail,,567,2010,6,25,1,06:10,Recording,1,EI Monitoring,14.7,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,"wind, river"
4505,WLNP,Yarrow Cabin Trail,,568,2010,6,25,1,06:30,Recording,2,EI Monitoring,13.1,scattered,1,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4506,WLNP,Yarrow Cabin Trail,,569,2010,6,25,1,06:50,Recording,3,EI Monitoring,14.8,scattered,0.9,,,Good,"Stephanie Crowshoe, Ashley Cox",Wrong track number on recording. ,Cam Gillies,"river, traffic"
4507,WLNP,Yarrow Cabin Trail,,570,2010,6,25,1,07:15,Recording,4,EI Monitoring,14,scattered,0.9,,,Good,"Stephanie Crowshoe, Ashley Cox",Wrong track number on recording. ,Cam Gillies,river
4508,WLNP,Yarrow Cabin Trail,,571,2010,6,25,1,07:45,Recording,5,EI Monitoring,14.1,scattered,4.1,,,Good,"Stephanie Crowshoe, Ashley Cox",Wrong track number on recording. ,Cam Gillies,river
4509,WLNP,Yarrow Cabin Trail,,572,2010,6,25,1,08:10,Recording,6,EI Monitoring,15.6,scattered,1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4510,WLNP,Yarrow Cabin Trail,,573,2010,6,25,1,08:30,Recording,7,EI Monitoring,13.9,scattered,2.9,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4511,WLNP,Yarrow Cabin Trail,,574,2010,6,25,1,08:55,Recording,8,EI Monitoring,15,scattered,1.7,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4512,WLNP,Yarrow Cabin Trail,,590,2010,6,25,1,09:20,Recording,9,EI Monitoring,16.5,scattered,1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,"file says it is point 590, observer said 575"
4513,WLNP,Yarrow Cabin Trail,,591,2010,6,25,1,09:45,Recording,10,EI Monitoring,16.3,broken,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,"wind, observer says 576, file labelled as 591"
4514,WLNP,Cameron Lake,,1,2010,6,28,1,05:45,Recording,1,EI Monitoring,17,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4515,WLNP,Cameron Lake,,3,2010,6,28,1,06:15,Recording,2,EI Monitoring,11.3,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4516,WLNP,Cameron Lake,,4,2010,6,28,1,06:35,Recording,3,EI Monitoring,11.1,scattered,1.7,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4517,WLNP,Cameron Lake,,5,2010,6,28,1,07:00,Recording,4,EI Monitoring,11.2,scattered,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4518,WLNP,Cameron Lake,,6,2010,6,28,1,07:25,Recording,5,EI Monitoring,10.3,scattered,1.5,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4519,WLNP,Cameron Lake,,124,2010,6,28,1,07:50,Recording,6,EI Monitoring,10,scattered,0.9,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4520,WLNP,Summit Lake,,9,2010,7,8,1,06:25,Recording,1,EI Monitoring,10.9,clear,0.9,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4521,WLNP,Summit Lake,,11,2010,7,8,1,06:55,Recording,2,EI Monitoring,7.3,clear,2.2,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4522,WLNP,Summit Lake,,12,2010,7,8,1,07:20,Recording,3,EI Monitoring,6.6,clear,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4523,WLNP,Summit Lake,,15,2010,7,8,1,09:25,Recording,7,EI Monitoring,17.8,clear,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,stream
4524,WLNP,Summit Lake,,16,2010,7,8,1,10:00,Recording,8,EI Monitoring,20.1,clear,0,,,Good,"Stephanie Crowshoe, Ashley Cox",Stopped part-way for hikers,Cam Gillies,
4525,WLNP,Summit Lake,,120,2010,7,9,1,07:00,Recording,1,EI Monitoring,13,clear,0.9,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4526,WLNP,Summit Lake,,121,2010,7,9,1,07:25,Recording,2,EI Monitoring,16.6,clear,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4527,WLNP,Summit Lake,,122,2010,7,9,1,07:50,Recording,3,EI Monitoring,18.1,clear,1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4528,WLNP,Summit Lake,,123,2010,7,9,1,08:15,Recording,4,EI Monitoring,22.7,clear,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4529,WLNP,Summit Lake,,125,2010,7,8,1,07:45,Recording,4,EI Monitoring,7,clear,1.8,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4530,WLNP,Summit Lake,,126,2010,7,8,1,08:15,Recording,5,EI Monitoring,11,clear,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4531,WLNP,Summit Lake,,127,2010,7,8,1,08:45,Recording,6,EI Monitoring,14.7,clear,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4532,WLNP,Summit Lake,,128,2010,7,9,1,08:40,Recording,5,EI Monitoring,18.6,clear,1.8,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4533,WLNP,Summit Lake,,129,2010,7,9,1,09:05,Recording,6,EI Monitoring,19,clear,6.4,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4534,WLNP,Cardston Entrance,,550,2010,6,11,1,05:25,Recording,1,EI Monitoring,6,overcast,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox","Car noise at the beginning, cow noise throughout",Cam Gillies,
4535,WLNP,Cardston Entrance,,551,2010,6,11,1,05:50,Recording,2,EI Monitoring,5,overcast,1.2,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4536,WLNP,Cardston Entrance,,552,2010,6,11,1,06:10,Recording,3,EI Monitoring,5.3,overcast,0.9,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4537,WLNP,Cardston Entrance,,553,2010,6,11,1,06:35,Recording,4,EI Monitoring,4.8,overcast,2.3,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4538,WLNP,Cardston Entrance,,554,2010,6,11,1,07:00,Recording,5,EI Monitoring,5.7,overcast,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,static on left
4539,WLNP,Cardston Entrance,,555,2010,6,11,1,07:20,Recording,6,EI Monitoring,5.9,overcast,4.1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,"wind, static"
4540,WLNP,Cardston Entrance,,556,2010,6,11,1,07:40,Recording,7,EI Monitoring,5.9,broken,1.9,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,wind
4541,WLNP,Cardston Entrance,,557,2010,6,11,1,08:00,Recording,8,EI Monitoring,6.4,broken,2.6,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,wind
4542,WLNP,Crandell Lake,,100,2010,6,10,1,05:50,Recording,1,EI Monitoring,7.2,broken,1.3,,,Good,"Stephanie Crowshoe, Ashley Cox",Stopped half way for deer,Cam Gillies,river
4543,WLNP,Crandell Lake,,101,2010,6,10,1,06:15,Recording,2,EI Monitoring,9.7,broken,1.1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4544,WLNP,Crandell Lake,,102,2010,6,10,1,06:45,Recording,3,EI Monitoring,8,broken,1.4,,,Good,"Stephanie Crowshoe, Ashley Cox",Light rain started,Cam Gillies,river
4545,WLNP,Crandell Lake,,103,2010,6,10,1,07:10,Recording,4,EI Monitoring,6.9,broken,1.1,,,Moderate,"Stephanie Crowshoe, Ashley Cox",Light Rain,Cam Gillies,river
4546,WLNP,Crandell Lake,,104,2010,6,10,1,07:45,Recording,5,EI Monitoring,8.3,broken,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4547,WLNP,Crandell Lake,,105,2010,6,10,1,08:10,Recording,6,EI Monitoring,8.2,broken,1,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4548,WLNP,Akamina,,90,2010,6,22,1,07:25,Recording,1,EI Monitoring,9.9,scattered,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4549,WLNP,Akamina,,91,2010,6,22,1,07:55,Recording,2,EI Monitoring,7.4,scattered,1.6,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,
4550,WLNP,Akamina,,92,2010,6,22,1,08:20,Recording,3,EI Monitoring,11,overcast,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",Faint talking from hikers in last 20 seconds. Waterfall nearby.,Cam Gillies,river
4551,WLNP,Akamina,,93,2010,6,22,1,08:45,Recording,4,EI Monitoring,8.4,overcast,1.4,,,Good,"Stephanie Crowshoe, Ashley Cox",Paused due to hikers about 5 minutes in.,Cam Gillies,stream
4552,WLNP,Akamina,,94,2010,6,22,1,09:20,Recording,5,EI Monitoring,10.1,overcast,0,,,Good,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4553,WLNP,Akamina,,95,2010,6,22,1,09:45,Recording,6,EI Monitoring,10.5,overcast,0,,,Moderate,"Stephanie Crowshoe, Ashley Cox",,Cam Gillies,river
4873,WLNP,Lower Mount Crandell,,18,2011,6,13,1,05:30,Recording ,1,EI Monitoring,13,partial,1,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,background static - river? Road?
4874,WLNP,Lower Mount Crandell,,19,2011,6,13,1,05:55,Recording ,2,EI Monitoring,12,partial,1,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,"wind, and background noise- Road, river too?"
4875,WLNP,Lower Mount Crandell,,20,2011,6,13,1,06:20,Recording ,3,EI Monitoring,10.2,partial,1,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,golf course noises
4876,WLNP,Lower Mount Crandell,,21,2011,6,13,1,06:47,Recording ,4,EI Monitoring,10,overcast,0.9,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,golf course sounds
4877,WLNP,Lower Mount Crandell,,22,2011,6,13,1,07:13,Recording ,5,EI Monitoring,10.1,overcast,1,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,"golf course noises, wind"
4878,WLNP,Lower Mount Crandell,,23,2011,6,13,1,07:40,Recording ,6,EI Monitoring,11.3,overcast,0,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,"wind, airplane"
4879,WLNP,Lower Mount Crandell,,24,2011,6,13,1,08:05,Recording ,7,EI Monitoring,5,overcast,1.3,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,"machinery noise, wind; 8.18"
4880,WLNP,Lower Mount Crandell,,70,2011,6,13,1,08:40,Recording ,8,EI Monitoring,11.4,overcast,2.1,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,"far-off machinery, wind"
4881,WLNP,Lower Mount Crandell,,71,2011,6,13,1,09:07,Recording ,9,EI Monitoring,10.8,overcast,6,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind; 3.46
4882,WLNP,Lower Mount Crandell,,72,2011,6,13,1,09:37,Recording ,10,EI Monitoring,12.9,overcast,1.4,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,"creek noise, airplane"
4883,WLNP,Horseshoe Basin,,41,2011,7,4,1,05:40,Recording ,1,EI Monitoring,9,clear,1.2,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,river?
4884,WLNP,Horseshoe Basin,,42,2011,7,4,1,06:03,Recording ,2,EI Monitoring,8.4,clear,0,,,Good,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind
4885,WLNP,Horseshoe Basin,,43,2011,7,4,1,06:27,Recording ,3,EI Monitoring,6.8,clear,2.6,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind? Water?
4886,WLNP,Horseshoe Basin,,44,2011,7,4,1,06:52,Recording ,4,EI Monitoring,10.7,clear,0.9,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind
4887,WLNP,Horseshoe Basin,,45,2011,7,4,1,07:18,Recording ,5,EI Monitoring,12.9,clear,0,,,Good,Matthew Little and Carrie Harbidge,,Theresa Hannah,really loud catbird for half of the recording
4888,WLNP,Horseshoe Basin,,46,2011,7,4,1,07:42,Recording ,6,EI Monitoring,13.6,clear,1.8,,,Good,Matthew Little and Carrie Harbidge,,Theresa Hannah,
4889,WLNP,Horseshoe Basin,,47,2011,7,5,1,06:10,Recording ,1,EI Monitoring,13.6,clear,1.3,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,"wind, airplane"
4890,WLNP,Horseshoe Basin,,48,2011,7,5,1,06:37,Recording ,2,EI Monitoring,14.3,clear,0,,,Good,Matthew Little and Carrie Harbidge,transect name and point number reversed in recording,Theresa Hannah,
4891,WLNP,Horseshoe Basin,,49,2011,7,5,1,07:08,Recording ,3,EI Monitoring,12.5,clear,1.9,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind gusts
4892,WLNP,Horseshoe Basin,,50,2011,7,5,1,07:37,Recording ,4,EI Monitoring,17.2,clear,1.5,,,Moderate,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind
4893,WLNP,Prairie Trail,,575,2011,6,27,1,06:03,Recording ,2,EI Monitoring,7.6,clear,0,,,Good,Matthew Little and Carrie Harbidge,,Theresa Hannah,
4894,WLNP,Prairie Trail,,576,2011,6,27,1,06:28,Recording ,3,EI Monitoring,3.6,clear,1.2,,,Good,Matthew Little and Carrie Harbidge,,Theresa Hannah,
4895,WLNP,Prairie Trail,,577,2011,6,27,1,06:53,Recording ,4,EI Monitoring,5.7,clear,2,,,Good,Matthew Little and Carrie Harbidge,,Theresa Hannah,
4896,WLNP,Prairie Trail,,578,2011,6,27,1,07:19,Recording ,5,EI Monitoring,9.8,clear,2,,,Good,Matthew Little and Carrie Harbidge,,Theresa Hannah,
4897,WLNP,Prairie Trail,,579,2011,6,27,1,07:47,Recording ,6,EI Monitoring,11,clear,2.1,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,"traffic, birds are far away?"
4898,WLNP,Prairie Trail,,580,2011,6,27,1,08:13,Recording ,7,EI Monitoring,12,clear,2,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind
4899,WLNP,Prairie Trail,,581,2011,6,27,1,08:38,Recording ,8,EI Monitoring,15.2,clear,1.1,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,ground squirrel in background; wind
4900,WLNP,Prairie Trail,,582,2011,6,27,1,09:02,Recording ,9,EI Monitoring,15.3,clear,9.2,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,wind
4901,WLNP,Prairie Trail,,583,2011,6,27,1,09:30,Recording ,10,EI Monitoring,19.1,clear,1.8,,,Poor,Matthew Little and Carrie Harbidge,point number wrong in recording; stated as 253,Theresa Hannah,wind
4902,WLNP,Prairie Trail,,584,2011,7,12,1,08:52,Recording ,1,EI Monitoring,14.9,overcast,1.8,,,Poor,Matthew Little and Carrie Harbidge,,Theresa Hannah,hiss/static - in .mpg format; wind
4903,WLNP,Wishbone Trail,,33,2011,6,20,1,05:30,Recording ,1,EI Monitoring,10.7,partial ,3,,,Poor,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",paused at 8:10,Theresa Hannah,wind
4904,WLNP,Wishbone Trail,,34,2011,6,20,1,06:05,Recording ,2,EI Monitoring,10.5,partial ,3.2,,,Poor,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",,Theresa Hannah,wind
4905,WLNP,Wishbone Trail,,35,2011,6,20,1,06:33,Recording ,3,EI Monitoring,10.9,partial ,2.1,,,Moderate,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",,Theresa Hannah,water noise (stream?)
4906,WLNP,Wishbone Trail,,36,2011,6,20,1,07:05,Recording ,4,EI Monitoring,11.4,partial ,1.7,,,Moderate,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",,Theresa Hannah,wind gusts
4907,WLNP,Wishbone Trail,,37,2011,6,20,1,07:32,Recording ,5,EI Monitoring,12.2,n/a,1.3,,,Moderate,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",,Theresa Hannah,cut-off before sky conditions were said; most like
4908,WLNP,Wishbone Trail,,38,2011,6,20,1,10:00,Recording ,10,EI Monitoring,16.6,partial ,2.9,,,Poor,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",point was skipped accidentally and went back to it,Theresa Hannah,"wind, airplane"
4909,WLNP,Wishbone Trail,,39,2011,6,20,1,08:00,Recording ,6,EI Monitoring,13.4,partial ,1,,,Poor,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",wrongly dictated as point 38,Theresa Hannah,wind
4910,WLNP,Wishbone Trail,,40,2011,6,20,1,08:24,Recording ,7,EI Monitoring,13.5,partial ,1.9,,,Moderate,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",wrongly dictated as point 39,Theresa Hannah,wind gusts
4911,WLNP,Wishbone Trail,,60,2011,6,20,1,09:05,Recording ,8,EI Monitoring,14.4,partial ,1.5,,,Poor,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",,Theresa Hannah,"wind, airplane"
4912,WLNP,Wishbone Trail,,61,2011,6,20,1,09:30,Recording ,9,EI Monitoring,14.7,partial ,1.5,,,Poor,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",,Theresa Hannah,wind
4913,WLNP,Sofa Mountain,,25,2011,6,21,1,05:43,Recording ,1,EI Monitoring,13.5,clear,2.2,,,Moderate,"Matthew Little and Carrie Harbidge, Emily Upham-Mills",,Theresa Hannah,wind
