organization,type,project_id,location,year,COLO,DEJU,GCKI,GRAJ,HETH,MGWA,OSFL,SWTH,VATH,TOWA,WETA,AMRO,CHSP,FOSP,PUFI,RCKI,YEWA,YRWA,HOWR,OCWA,PISI,WAVI,WCSP,WWCR,LISP,TRES,WIWA,AMCR,BCCH,CEDW,MODO,SPSA,DUFL,HAFL,MOBL,WEWP,WIFL,EAKI,RUGR,RWBL,WISN,WTSP,AMRE,BHCO,RNSA,REVI,VESP,NOWA,LAZB,TOSO,SAVS,MOCH,RBNU,TEWA,AMPI,BAOR,CCSP,COYE,EUST,GRCA,PBGR,SACR,SORA,YHBL,CORA,LEFL,SOSP,VEER,ALFL,AMCO,AMGO,PAWR,BHGR,BLJA,CAFI,CANG,NOFL,BRSP,CAJA,LCSP,KILL,GHOW,BRCR,WIWR,RECR,HOFI,NAWA,NRWS,BOCH,DOWO,HAWO,VGSW,CAHU,WEME,AMBI,MALL,PIGR,PSFL,STJA,CAVI,BBCU,RTHA,PIWO,BANS,BRBL,BBMA,CLSW,DUGR,CLNU,AMWI,STGR,OBJECTID,Id,gridcode,Shape_Leng,Shape_Area,geometry,grid code,prjct_d,elevation,slope,aspect,TPI,northness,landCover_2016,landCover_2019,latitude,longitude,landCover_2007,landCover_2008,landCover_2009,landCover_2010,landCover_2011,landCover_2012,landCover_2013,landCover_2014,landCover_2015,landCover_2017,landCover_2018,code,category
PC,BU,598,WLNP-17-2,2021,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(279405.884338097, 5438636.4594107)",0,598,1726,26.62400949399508,173.8929388957475,-246.10558285766615,-0.9943248406493104,210,210,49.061056,-114.019838,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-17-3,2021,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(278909.310381184, 5438665.8447208)",0,598,1776,24.40149786346337,160.5634108125947,-221.05082262446192,-0.9430103469394766,210,210,49.061142,-114.026642,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-17-6,2021,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(277424.453338107, 5438263.58019665)",0,598,1920,6.38525663984715,151.0662047636037,-122.52760904734282,-0.8751793163403141,210,210,49.056994,-114.046718,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-17-7,2021,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(276900.143933217, 5438273.88623621)",0,598,1950,7.829575751426426,163.61700544211163,-115.03553005097548,-0.959397731499654,210,210,49.056897,-114.05389,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-17-8,2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(276391.243265894, 5438346.96362717)",0,598,1995,9.329478109967386,21.71095067636383,-88.05109734135112,0.929061886583085,210,210,49.057369,-114.060886,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-2-2,2021,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(283451.036730118, 5442380.03073872)",5,598,1451,14.620931814792732,48.032584286536064,-273.27740300967616,0.668707869421007,210,50,49.096121,-113.966544,210,210,210,210,210,210,210,210,210,210,50,NA,NA
PC,BU,598,WLNP-2-3,2021,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(283381.981736056, 5441832.05315833)",5,598,1514,5.728833847671159,87.75665542264737,-206.03571319556795,0.03914374601056541,210,33,49.091174,-113.967195,210,210,210,210,210,210,210,210,210,210,33,NA,NA
PC,BU,598,WLNP-2-4,2021,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(283166.966397043, 5441320.96531703)",5,598,1559,16.774190398030484,84.58416350041789,-180.39095265712285,0.09438348211112849,210,33,49.086507,-113.969862,210,210,210,210,210,210,210,210,210,210,33,NA,NA
PC,BU,598,WLNP-2-5,2021,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(283271.019945636, 5441019.00396577)",5,598,1579,15.080357991969574,19.61449516844248,-176.3255089893471,0.9419725572799612,210,210,49.083831000000004,-113.968277,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-22-1,2021,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(286265.696414781, 5437612.31627911)",5,598,1448,27.4269720414779,54.686662863047935,-186.86786117639872,0.578047586747274,210,100,49.054273,-113.92552,210,210,210,210,210,210,210,210,210,210,100,NA,NA
PC,BU,598,WLNP-22-10,2021,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(282821.80311439, 5435568.98488836)",0,598,1846,4.859608634705302,346.4133532317824,-213.02017642929104,0.972015775899316,210,210,49.034713000000004,-113.971498,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-22-2,2021,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56597,69885,4,180,1799.99999989,"c(285782.97856279, 5437564.62859504)",4,598,1518,39.05401277345645,348.29524126222543,-169.90693202283205,0.9792059646152408,210,210,49.053677,-113.932093,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-22-3,2021,0,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57491,70971,3,1680,31500.0000001,"c(285268.30162133, 5437417.59472925)",3,598,1570,27.919911179713168,329.531712035457,-173.63004792283505,0.861909940496133,210,210,49.052177,-113.93905,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-22-4,2021,0,1,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57489,70969,2,1440.00000001,26100.0000007,"c(284838.179507382, 5437381.86229511)",2,598,1585,26.775816463098995,5.391350411118727,-200.60159946277577,0.995576160207616,210,210,49.051706,-113.94491,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-22-5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57676,71208,3,120.000000007,900.000000112,"c(284359.400758851, 5437273.03165035)",3,598,1612,17.40102072539495,332.505116700918,-231.117334635695,0.8870520653058861,210,210,49.050561,-113.951396,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-22-7,2021,0,0,1,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(283355.878991356, 5436927.71715257)",0,598,1659,11.395185162723427,333.25339848225207,-289.83465095693055,0.8930056392964589,210,210,49.047107,-113.964927,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-22-9,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(282947.725206487, 5436044.37764711)",0,598,1809,15.207110712586124,310.18434655193994,-229.14523366197616,0.6452489913488624,210,210,49.039028,-113.970032,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-6-1,2021,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(279087.06102911, 5433149.69274267)",5,598,2008,13.531755442745654,143.95190391678486,67.69572826346348,-0.8085233018767456,210,33,49.011654,-114.021207,210,210,210,210,210,210,210,210,210,210,33,NA,NA
PC,BU,598,WLNP-6-3,2021,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(278612.690661937, 5432973.57749989)",5,598,1959,1.352636864455882,132.6308102406468,37.793538680152096,-0.677271700751958,210,33,49.009902,-114.027589,210,210,210,210,210,210,210,210,210,210,33,NA,NA
PC,BU,598,WLNP-6-4,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(279731.913540087, 5434071.59187408)",5,598,2181,23.146456646244395,157.1137776337015,201.36706201725747,-0.921278949650146,50,33,49.020166,-114.012901,100,100,50,50,50,50,50,50,50,50,33,NA,NA
PC,BU,598,WLNP-6-5,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(280012.941382218, 5434186.77971524)",0,598,2245,26.01686431468308,185.60319697508064,253.4681206467269,-0.9952219535271772,33,33,49.021301,-114.009125,33,33,33,33,33,33,33,33,33,33,33,NA,NA
PC,BU,598,WLNP-7-2,2021,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,3,3,0,2,1,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,2,2,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(293409.031902296, 5442447.97812929)",0,598,1285,2.7035859689773853,312.77717726919894,-36.337199719178216,0.6791489824310999,220,220,49.100155,-113.830341,220,220,220,220,220,220,220,220,220,220,220,NA,NA
PC,BU,598,WLNP-7-3,2021,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292657.993022224, 5441551.04692969)",0,598,1282,0.9578648200768364,267.85267969606286,-36.21192881780166,-0.03746903654579872,220,220,49.091844,-113.840157,220,220,220,220,220,220,220,220,220,220,220,NA,NA
PC,BU,598,WLNP-7-4,2021,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,2,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(293732.975006123, 5443147.99751002)",0,598,1285,0.957860377202984,267.8627708515777,-34.64714141814966,-0.03729303575262059,80,80,49.106553,-113.826266,80,80,80,80,80,80,80,80,80,80,80,NA,NA
PC,BU,598,WLNP-7-5,2021,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292812.002694281, 5441823.97923716)",0,598,1283,0.95786422588559506,267.85404720225466,-35.53777357223521,-0.03744518580954847,220,220,49.094348,-113.83819,220,220,220,220,220,220,220,220,220,220,220,NA,NA
PC,BU,598,WLNP-8-1,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292319.610884959, 5439079.21465296)",0,598,1294,0,-0,-73.48548579103203,1,80,80,49.069522,-113.843517,80,80,80,80,80,80,80,80,80,80,80,NA,NA
PC,BU,598,WLNP-8-10,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292026.846980346, 5435463.48570956)",0,598,2002,10.065603917823989,46.74649617720434,253.97600805836217,0.685227531292918,210,210,49.036938,-113.845664,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-8-2,2021,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292248.497274033, 5438478.28297325)",0,598,1290,1.3525480814897397,222.9334965925281,-132.84255669851336,-0.7321448066215756,80,80,49.064099,-113.844181,80,80,80,80,80,80,80,80,80,80,80,NA,NA
PC,BU,598,WLNP-8-3,2021,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,3,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292523.709868671, 5438050.6844125)",0,598,1339,8.063127823100317,312.7710440537301,-151.09181648911817,0.6790704076062128,50,50,49.06035,-113.840199,50,50,50,50,50,50,50,50,50,50,50,NA,NA
PC,BU,598,WLNP-8-4,2021,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292820.063332623, 5437637.56003039)",0,598,1433,10.58205973870214,294.3560622772841,-116.85836818167944,0.41240594344113135,220,220,49.056738,-113.835936,220,220,220,220,220,220,220,220,220,220,220,NA,NA
PC,BU,598,WLNP-8-7,2021,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292799.577867932, 5436714.6250073)",0,598,1685,15.818929304037836,42.94032682145435,36.75220536613665,0.7320636016565841,210,210,49.048439,-113.835744,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-8-8,2021,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292514.043142465, 5436388.84556754)",0,598,1762,12.63594002854608,61.35578956487285,95.57180794237048,0.4793691825344325,210,210,49.045416,-113.83948,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-8-9,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"c(292246.936896035, 5435870.50092821)",0,598,1891,19.477115611693343,349.6991726594481,179.67836757119744,0.983882455959762,210,210,49.040669,-113.842865,210,210,210,210,210,210,210,210,210,210,210,NA,NA
PC,BU,598,WLNP-9-1,2021,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(287018.415200253, 5435857.89042841)",5,598,1378,26.919076424211344,41.5488935032187,-186.3947681694699,0.7483899996086333,210,50,49.038772,-113.914309,210,210,210,210,210,210,210,210,210,210,50,NA,NA
PC,BU,598,WLNP-9-2,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69768,90471,5,1196640,152515800,"c(286707.044438848, 5435459.02229162)",5,598,1431,23.681834534513424,169.02441816977023,-173.90036934159525,-0.9817084127930488,220,100,49.035081,-113.918354,220,220,220,220,220,220,220,220,220,220,100,NA,NA
PC,BU,598,WLNP-9-3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62624,78400,2,300.000000007,4500.00000028,"c(286219.24654349, 5435329.77775818)",2,598,1461,18.214390061191494,28.328678678133585,-192.72213912884217,0.8802399443628341,50,50,49.033751,-113.924951,50,50,50,50,50,50,50,50,50,50,50,NA,NA
